accession_number,description,strain,organism,isolation_source,host,country,collection_date,size,reference,genotype
MW308134,"Yellow fever virus isolate YFV084FIG, complete genome",YFV084FIG,Yellow fever virus,liver,Homo sapiens,Brazil,26-Oct-2018,10955,"location: [0:10955]
authors: Cunha,M.P., Duarte-Neto,A.N., Pour,S.Z., Pereira,B.B.S., Ho,Y.-L., Perondi,B., Sztajnbok,J., Alves,V.A.F., Dolhnikoff,M., Saldiva,P.H.N. and Zanotto,P.M.A.
title: Origin, spread, and escape of the Yellow Fever virus in Sao Paulo, Brazil, 2016-2019
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
MZ712149,"Yellow fever virus isolate Vacaria_04 polyprotein gene, partial cds",Vacaria_04,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-24,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712148,"Yellow fever virus isolate Vacaria_02 polyprotein gene, partial cds",Vacaria_02,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-22,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712147,"Yellow fever virus isolate Vacaria_01 polyprotein gene, partial cds",Vacaria_01,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-22,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712146,"Yellow fever virus isolate Pinhal_da_Serra_09 polyprotein gene, partial cds",Pinhal_da_Serra_09,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-19,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712145,"Yellow fever virus isolate Pinhal_da_Serra_08 polyprotein gene, partial cds",Pinhal_da_Serra_08,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-19,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712144,"Yellow fever virus isolate Pinhal_da_Serra_07 polyprotein gene, partial cds",Pinhal_da_Serra_07,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-11,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712143,"Yellow fever virus isolate Pinhal_da_Serra_05 polyprotein gene, partial cds",Pinhal_da_Serra_05,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-08,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712142,"Yellow fever virus isolate Pinhal_da_Serra_03 polyprotein gene, partial cds",Pinhal_da_Serra_03,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-03,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712141,"Yellow fever virus isolate Pinhal_da_Serra_02 polyprotein gene, partial cds",Pinhal_da_Serra_02,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-03,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712140,"Yellow fever virus isolate Pinhal_da_Serra_01 polyprotein gene, partial cds",Pinhal_da_Serra_01,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-01-25,10164,"location: [0:10164]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712139,"Yellow fever virus isolate Muitos_Capoes_01 polyprotein gene, partial cds",Muitos_Capoes_01,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-20,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712138,"Yellow fever virus isolate Monte_Alegre_dos_Campos_03 polyprotein gene, partial cds",Monte_Alegre_dos_Campos_03,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-03-03,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712137,"Yellow fever virus isolate Monte_Alegre_dos_Campos_02 polyprotein gene, partial cds",Monte_Alegre_dos_Campos_02,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-26,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712136,"Yellow fever virus isolate Monte_Alegre_dos_Campos_01 polyprotein gene, partial cds",Monte_Alegre_dos_Campos_01,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-08,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712135,"Yellow fever virus isolate Ipe_01 polyprotein gene, partial cds",Ipe_01,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-03-08,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712134,"Yellow fever virus isolate Esmeralda_04 polyprotein gene, partial cds",Esmeralda_04,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-25,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712133,"Yellow fever virus isolate Esmeralda_03 polyprotein gene, partial cds",Esmeralda_03,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-25,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712132,"Yellow fever virus isolate Esmeralda_02 polyprotein gene, partial cds",Esmeralda_02,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-24,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712131,"Yellow fever virus isolate Esmeralda_01 polyprotein gene, partial cds",Esmeralda_01,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-19,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712130,"Yellow fever virus isolate Barracao_04 polyprotein gene, partial cds",Barracao_04,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-22,9473,"location: [0:9473]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712129,"Yellow fever virus isolate Barracao_03 polyprotein gene, partial cds",Barracao_03,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-22,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712128,"Yellow fever virus isolate Barracao_02 polyprotein gene, partial cds",Barracao_02,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-02-22,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MZ712127,"Yellow fever virus isolate Andre_da_Rocha_02 polyprotein gene, partial cds",Andre_da_Rocha_02,Yellow fever virus,liver,Alouatta guariba clamitans,Brazil,2021-03-04,10172,"location: [0:10172]
authors: Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.
title: Real-Time Genomic Surveillance during the 2021 Re-Emergence of the Yellow Fever Virus in Rio Grande do Sul State, Brazil
journal: Viruses 13 (10), 1976 (2021)
medline id: 
pubmed id: 34696408
comment: Publication Status: Online-Only
",SAI
MT497525,"Yellow fever virus isolate YFV/Monkey/Brazil/2017/PNH580_CP179 polyprotein gene, partial cds",YFV/Monkey/Brazil/2017/PNH580_CP179,Yellow fever virus,liver from wild female primate carcass,Alouatta sp.,Brazil,21-Jan-2017,10172,"location: [0:10172]
authors: Hill,S.C., de Souza,R.P., Theze,J., Claro,I., Aguiar,R.S., Dellicour,S., Abade,L., Santos,F.C.P., Cunha,M.S., Nogueira,J.S., Salles,F.C.S., Rocco,I.M., Maeda,Y.A., Vasami,F.G.S., du Plessis,L., Silveira,P.P., de Goes,J., Quick,J., Fernandes,N.C.C.A., Guerra,J.M., Ressio,R.A., Giovanetti,M., Alcantara,L.C.J., Cirqueira,C.S., Delgado,J.D., Macedo,F.L.L., Timenetsky,M.C.S.T., de Paula,R., Spinola,R., Telles de Deus,J.T., Mucci,L.S., Tubaki,R.M., Menezes,R.M.T., Ramos,P.L., Abreu,A.L., Cruz,L.N., Loman,N., Pybus,O.G., Sabino,E.C. and Faria,N.R.
title: Genomic Surveillance of Yellow Fever Virus Epizootic in Sao Paulo, Brazil, 2016 - 2018
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
MT497524,"Yellow fever virus isolate YFV/Monkey/Brazil/2016/PNH160_CP164 polyprotein gene, partial cds",YFV/Monkey/Brazil/2016/PNH160_CP164,Yellow fever virus,liver from wild primate carcass,Alouatta sp.,Brazil,12-Dec-2016,10172,"location: [0:10172]
authors: Hill,S.C., de Souza,R.P., Theze,J., Claro,I., Aguiar,R.S., Dellicour,S., Abade,L., Santos,F.C.P., Cunha,M.S., Nogueira,J.S., Salles,F.C.S., Rocco,I.M., Maeda,Y.A., Vasami,F.G.S., du Plessis,L., Silveira,P.P., de Goes,J., Quick,J., Fernandes,N.C.C.A., Guerra,J.M., Ressio,R.A., Giovanetti,M., Alcantara,L.C.J., Cirqueira,C.S., Delgado,J.D., Macedo,F.L.L., Timenetsky,M.C.S.T., de Paula,R., Spinola,R., Telles de Deus,J.T., Mucci,L.S., Tubaki,R.M., Menezes,R.M.T., Ramos,P.L., Abreu,A.L., Cruz,L.N., Loman,N., Pybus,O.G., Sabino,E.C. and Faria,N.R.
title: Genomic Surveillance of Yellow Fever Virus Epizootic in Sao Paulo, Brazil, 2016 - 2018
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
MT497523,"Yellow fever virus isolate YFV/Monkey/Brazil/2016/PNH94_CP227 polyprotein gene, partial cds",YFV/Monkey/Brazil/2016/PNH94_CP227,Yellow fever virus,liver from wild primate carcass,Alouatta sp.,Brazil,16-Nov-2016,10172,"location: [0:10172]
authors: Hill,S.C., de Souza,R.P., Theze,J., Claro,I., Aguiar,R.S., Dellicour,S., Abade,L., Santos,F.C.P., Cunha,M.S., Nogueira,J.S., Salles,F.C.S., Rocco,I.M., Maeda,Y.A., Vasami,F.G.S., du Plessis,L., Silveira,P.P., de Goes,J., Quick,J., Fernandes,N.C.C.A., Guerra,J.M., Ressio,R.A., Giovanetti,M., Alcantara,L.C.J., Cirqueira,C.S., Delgado,J.D., Macedo,F.L.L., Timenetsky,M.C.S.T., de Paula,R., Spinola,R., Telles de Deus,J.T., Mucci,L.S., Tubaki,R.M., Menezes,R.M.T., Ramos,P.L., Abreu,A.L., Cruz,L.N., Loman,N., Pybus,O.G., Sabino,E.C. and Faria,N.R.
title: Genomic Surveillance of Yellow Fever Virus Epizootic in Sao Paulo, Brazil, 2016 - 2018
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",SAI
